list,mask,target_type,prime,prime_trig,target_lower,target,target_trig,audio,audio_trig,cresp,ITI,block,subblock,orig_order,audio_type
A,QVDGKQXP,opq_con,treaty,200,treat,TREAT,24,oss,212,5,100,1,a,24,none
A,YYKPWPKM,opq_inc,bother,200,both,BOTH,51,oath,210,6,400,1,a,49,rime
A,SDTXKTTH,opq_inc,caper,200,cap,CAP,52,app,210,6,200,1,a,50,rime
A,YZKFSTTH,opq_inc,combine,200,comb,COMB,53,ome,210,6,400,1,a,51,rime
A,FPJJXPKP,opq_inc,courteous,200,court,COURT,54,ort,210,6,200,1,a,52,rime
A,QTJSTQYY,opq_inc,fallible,200,fall,FALL,55,all,210,6,500,1,a,53,rime
A,XKKKBVGW,opq_inc,flourish,200,flour,FLOUR,56,ow,210,6,300,1,a,54,rime
A,DKCQCKYQ,opq_inc,furor,200,fur,FUR,57,er,210,6,300,1,a,55,rime
A,TYJJKHXJ,opq_inc,global,200,glob,GLOB,58,ob,210,6,500,1,a,56,rime
A,QPKLSVXX,opq_inc,hearth,200,hear,HEAR,59,arth,211,5,500,1,a,57,coda
A,XXLFXVXY,opq_inc,hinder,200,hind,HIND,60,ind,211,5,500,1,a,58,coda
A,ZKQZPWZL,opq_inc,humor,200,hum,HUM,61,yoom,211,5,300,1,a,59,coda
A,VJHWFHWS,opq_inc,menial,200,men,MEN,62,een,211,5,200,1,a,60,coda
A,ZBJWFZJS,opq_inc,pageant,200,page,PAGE,63,aj,211,5,300,1,a,61,coda
A,FDVZXKKD,opq_inc,penal,200,pen,PEN,64,een,211,5,500,1,a,62,coda
A,QKJRZFFQ,opq_inc,pollen,200,poll,POLL,65,all,211,5,200,1,a,63,coda
A,SLKNVTCD,opq_inc,primary,200,prim,PRIM,66,ime,211,5,300,1,a,64,coda
A,ZVGNNPKD,opq_inc,rumor,200,rum,RUM,67,ine,212,5,400,1,a,65,none
A,VJKXXKCM,opq_inc,shiny,200,shin,SHIN,68,yoom,212,5,400,1,a,66,none
A,WWVVXYCY,opq_inc,sniper,200,snip,SNIP,69,ael,212,5,100,1,a,67,none
A,BTGXGXXB,opq_inc,spinal,200,spin,SPIN,70,ow,212,5,300,1,a,68,none
A,GXVCJXZH,opq_inc,stallion,200,stall,STALL,71,ine,212,5,300,1,a,69,none
A,GDXJXGWX,opq_inc,tally,200,tall,TALL,72,een,212,5,300,1,a,70,none
A,NMPKPQXD,opq_inc,tower,200,tow,TOW,73,ind,212,5,100,1,a,71,none
A,CQFCLLGG,opq_inc,tuber,200,tub,TUB,74,urt,212,5,300,1,a,72,none
A,KHNGQGGG,opq_con,proper,201,art,ART,25,art,210,6,100,1,a,25,rime
A,ZBFDNZDX,opq_con,topic,201,chart,CHART,26,art,210,6,200,1,a,26,rime
A,KXFYWQDP,opq_con,traitor,201,clam,CLAM,27,am,210,6,100,1,a,27,rime
A,NJNBGGPJ,opq_con,luster,201,cow,COW,28,ow,210,6,100,1,a,28,rime
A,HSQDKWVX,opq_con,rigor,201,earl,EARL,29,earl,210,6,100,1,a,29,rime
A,LSYMJXXX,opq_con,hunger,201,fact,FACT,30,act,210,6,300,1,a,30,rime
A,NYKWNKWK,opq_con,clamor,201,feat,FEAT,31,eat,210,6,100,1,a,31,rime
A,VDQXKKBP,opq_con,marshal,201,flu,FLU,32,oo,210,6,400,1,a,32,rime
A,DJZGXPYG,opq_con,wicker,201,halt,HALT,33,ilt,211,5,100,1,a,33,coda
A,FVFDQQMS,opq_con,halter,201,hung,HUNG,34,ang,211,5,200,1,a,34,coda
A,WJZCDGZW,opq_con,fluent,201,kilt,KILT,35,ult,211,5,300,1,a,35,coda
A,MHNWVDJB,opq_con,artery,201,lust,LUST,36,east,211,5,300,1,a,36,coda
A,VPJKZPBP,opq_con,million,201,marsh,MARSH,37,orsh,211,5,500,1,a,37,coda
A,ZXGXHPPF,opq_con,suitor,201,mill,MILL,38,ail,211,5,100,1,a,38,coda
A,ZQFYQNVC,opq_con,kilter,201,past,PAST,39,ust,211,5,100,1,a,39,coda
A,NNDWXGVZ,opq_con,raptor,201,prop,PROP,40,ip,211,5,500,1,a,40,coda
A,DHZQNDGD,opq_con,tailor,201,rapt,RAPT,41,oot,212,5,100,1,a,41,none
A,FWLYLDKC,opq_con,pastor,201,rig,RIG,42,ung,212,5,500,1,a,42,none
A,HNNLZYHG,opq_con,factor,201,suit,SUIT,43,ext,212,5,500,1,a,43,none
A,ZXMPSXFQ,opq_con,charter,201,tail,TAIL,44,op,212,5,400,1,a,44,none
A,CYPSVBWH,opq_con,feature,201,text,TEXT,45,art,212,5,100,1,a,45,none
A,HGGNFZZZ,opq_con,early,201,top,TOP,46,op,212,5,500,1,a,46,none
A,MGYKNJNL,opq_con,texture,201,trait,TRAIT,47,act,212,5,100,1,a,47,none
A,YNDQLBYN,opq_con,cower,201,wick,WICK,48,arsh,212,5,100,1,a,48,none
A,SZKDJNXC,opq_inc,pallor,201,broth,BROTH,75,auTH (unvoiced),210,6,400,1,a,73,rime
A,VBMHFQZV,opq_inc,wager,201,call,CALL,76,all,210,6,400,1,a,74,rime
A,JYVVXYVB,opq_inc,flower,201,cat,CAT,77,at,210,6,400,1,a,75,rime
A,FBXXGXDV,opq_inc,mother,201,cop,COP,78,op,210,6,200,1,a,76,rime
A,GWQXQHWP,opq_inc,scary,201,cub,CUB,79,ub,210,6,200,1,a,77,rime
A,KHYQJDDX,opq_inc,copious,201,fib,FIB,80,ib,210,6,500,1,a,78,rime
A,GBMHGVJJ,opq_inc,posture,201,flow,FLOW,81,oh,210,6,400,1,a,79,rime
A,XKZBSQHV,opq_inc,gluten,201,gall,GALL,82,all,210,6,300,1,a,80,rime
A,MWKQYJQD,opq_inc,fiber,201,glut,GLUT,83,oot,211,5,300,1,a,81,coda
A,BQFFVQMC,opq_inc,gallant,201,hide,HIDE,84,id,211,5,100,1,a,82,coda
A,LXYPLZDB,opq_inc,shower,201,host,HOST,85,aust,211,5,500,1,a,83,coda
A,RMBQBSFH,opq_inc,tonal,201,leg,LEG,86,eeg,211,5,300,1,a,84,coda
A,LWGVNJBQ,opq_inc,cater,201,moth,MOTH,87,uth (voiced),211,5,200,1,a,85,coda
A,WZKSKSFT,opq_inc,cubic,201,pall,PALL,88,ael,211,5,300,1,a,86,coda
A,WNXRJNTQ,opq_inc,hideous,201,plum,PLUM,89,oom,211,5,100,1,a,87,coda
A,HCLZVDVZ,opq_inc,rotary,201,post,POST,90,ostch,211,5,500,1,a,88,coda
A,BVQQPQPN,opq_inc,trolley,201,rot,ROT,91,uth (voiced),212,5,400,1,a,89,none
A,KDJWQFPP,opq_inc,hostage,201,scar,SCAR,92,all,212,5,100,1,a,90,none
A,VQYDYZDX,opq_inc,brother,201,show,SHOW,93,air,212,5,300,1,a,91,none
A,KFZYJYDZ,opq_inc,legal,201,sob,SOB,94,at,212,5,300,1,a,92,none
A,MXMMXCTW,opq_inc,sober,201,spur,SPUR,95,ael,212,5,400,1,a,93,none
A,HGGHQDVM,opq_inc,spurious,201,ton,TON,96,ostch,212,5,200,1,a,94,none
A,HBQXJPKQ,opq_inc,callous,201,troll,TROLL,97,ow,212,5,300,1,a,95,none
A,KYDXFZDN,opq_inc,plumage,201,wag,WAG,98,oot,212,5,500,1,a,96,none
