list,mask,target_type,prime,prime_trig,target_lower,target,target_trig,audio,audio_trig,cresp,ITI,block,subblock,orig_order,audio_type
A,SDTXKTTH,opq_inc,caper,200,cap,CAP,50,ape,211,5,500,2,a,50,coda
A,YZKFSTTH,opq_inc,combine,200,comb,COMB,51,um,211,5,200,2,a,51,coda
A,FPJJXPKP,opq_inc,courteous,200,court,COURT,52,urt,211,5,100,2,a,52,coda
A,QTJSTQYY,opq_inc,fallible,200,fall,FALL,53,ael,211,5,500,2,a,53,coda
A,XKKKBVGW,opq_inc,flourish,200,flour,FLOUR,54,er,211,5,100,2,a,54,coda
A,DKCQCKYQ,opq_inc,furor,200,fur,FUR,55,yer,211,5,400,2,a,55,coda
A,TYJJKHXJ,opq_inc,global,200,glob,GLOB,56,obe,211,5,100,2,a,56,coda
A,QPKLSVXX,opq_inc,hearth,200,hear,HEAR,57,er,212,5,200,2,a,57,none
A,XXLFXVXY,opq_inc,hinder,200,hind,HIND,58,ape,212,5,100,2,a,58,none
A,ZKQZPWZL,opq_inc,humor,200,hum,HUM,59,ipe,212,5,400,2,a,59,none
A,VJHWFHWS,opq_inc,menial,200,men,MEN,60,auth (voiced),212,5,500,2,a,60,none
A,ZBJWFZJS,opq_inc,pageant,200,page,PAGE,61,um,212,5,300,2,a,61,none
A,FDVZXKKD,opq_inc,penal,200,pen,PEN,62,oob,212,5,400,2,a,62,none
A,QKJRZFFQ,opq_inc,pollen,200,poll,POLL,63,ael,212,5,400,2,a,63,none
A,SLKNVTCD,opq_inc,primary,200,prim,PRIM,64,are,212,5,200,2,a,64,none
A,ZVGNNPKD,opq_inc,rumor,200,rum,RUM,65,um,210,6,500,2,a,65,rime
A,VJKXXKCM,opq_inc,shiny,200,shin,SHIN,66,in,210,6,200,2,a,66,rime
A,WWVVXYCY,opq_inc,sniper,200,snip,SNIP,67,ip,210,6,200,2,a,67,rime
A,BTGXGXXB,opq_inc,spinal,200,spin,SPIN,68,in,210,6,200,2,a,68,rime
A,GXVCJXZH,opq_inc,stallion,200,stall,STALL,69,all,210,6,400,2,a,69,rime
A,GDXJXGWX,opq_inc,tally,200,tall,TALL,70,all,210,6,300,2,a,70,rime
A,NMPKPQXD,opq_inc,tower,200,tow,TOW,71,oh,210,6,500,2,a,71,rime
A,CQFCLLGG,opq_inc,tuber,200,tub,TUB,72,ub,210,6,300,2,a,72,rime
A,KHNGQGGG,opq_con,proper,201,art,ART,25,urt,211,5,500,2,a,25,coda
A,ZBFDNZDX,opq_con,topic,201,chart,CHART,26,ort,211,5,500,2,a,26,coda
A,KXFYWQDP,opq_con,traitor,201,clam,CLAM,27,im,211,5,100,2,a,27,coda
A,NJNBGGPJ,opq_con,luster,201,cow,COW,28,oh,211,5,300,2,a,28,coda
A,HSQDKWVX,opq_con,rigor,201,earl,EARL,29,arl,211,5,200,2,a,29,coda
A,LSYMJXXX,opq_con,hunger,201,fact,FACT,30,ict,211,5,500,2,a,30,coda
A,NYKWNKWK,opq_con,clamor,201,feat,FEAT,31,at,211,5,100,2,a,31,coda
A,VDQXKKBP,opq_con,marshal,201,flu,FLU,32,oh,211,5,200,2,a,32,coda
A,DJZGXPYG,opq_con,wicker,201,halt,HALT,33,ust,212,5,300,2,a,33,none
A,FVFDQQMS,opq_con,halter,201,hung,HUNG,34,air,212,5,400,2,a,34,none
A,WJZCDGZW,opq_con,fluent,201,kilt,KILT,35,art,212,5,200,2,a,35,none
A,MHNWVDJB,opq_con,artery,201,lust,LUST,36,am,212,5,500,2,a,36,none
A,VPJKZPBP,opq_con,million,201,marsh,MARSH,37,ick,212,5,100,2,a,37,none
A,ZXGXHPPF,opq_con,suitor,201,mill,MILL,38,ail,212,5,100,2,a,38,none
A,ZQFYQNVC,opq_con,kilter,201,past,PAST,39,ow,212,5,200,2,a,39,none
A,NNDWXGVZ,opq_con,raptor,201,prop,PROP,40,ilt,212,5,500,2,a,40,none
A,DHZQNDGD,opq_con,tailor,201,rapt,RAPT,41,apt,210,6,100,2,a,41,rime
A,FWLYLDKC,opq_con,pastor,201,rig,RIG,42,ig,210,6,100,2,a,42,rime
A,HNNLZYHG,opq_con,factor,201,suit,SUIT,43,oot,210,6,400,2,a,43,rime
A,ZXMPSXFQ,opq_con,charter,201,tail,TAIL,44,ail,210,6,400,2,a,44,rime
A,CYPSVBWH,opq_con,feature,201,text,TEXT,45,ext,210,6,200,2,a,45,rime
A,HGGNFZZZ,opq_con,early,201,top,TOP,46,op,210,6,100,2,a,46,rime
A,MGYKNJNL,opq_con,texture,201,trait,TRAIT,47,ate,210,6,100,2,a,47,rime
A,YNDQLBYN,opq_con,cower,201,wick,WICK,48,ick,210,6,300,2,a,48,rime
A,SZKDJNXC,opq_inc,pallor,201,broth,BROTH,73,uth (voiced),211,5,100,2,a,73,coda
A,VBMHFQZV,opq_inc,wager,201,call,CALL,74,ael,211,5,500,2,a,74,coda
A,JYVVXYVB,opq_inc,flower,201,cat,CAT,75,ate,211,5,100,2,a,75,coda
A,FBXXGXDV,opq_inc,mother,201,cop,COP,76,ope,211,5,200,2,a,76,coda
A,GWQXQHWP,opq_inc,scary,201,cub,CUB,77,yoob,211,5,200,2,a,77,coda
A,KHYQJDDX,opq_inc,copious,201,fib,FIB,78,ibe,211,5,400,2,a,78,coda
A,GBMHGVJJ,opq_inc,posture,201,flow,FLOW,79,ow,211,5,300,2,a,79,coda
A,XKZBSQHV,opq_inc,gluten,201,gall,GALL,80,ael,211,5,200,2,a,80,coda
A,MWKQYJQD,opq_inc,fiber,201,glut,GLUT,81,yer,212,5,400,2,a,81,none
A,BQFFVQMC,opq_inc,gallant,201,hide,HIDE,82,ate,212,5,300,2,a,82,none
A,LXYPLZDB,opq_inc,shower,201,host,HOST,83,aust,212,5,400,2,a,83,none
A,RMBQBSFH,opq_inc,tonal,201,leg,LEG,84,ote,212,5,400,2,a,84,none
A,LWGVNJBQ,opq_inc,cater,201,moth,MOTH,85,ow,212,5,100,2,a,85,none
A,WZKSKSFT,opq_inc,cubic,201,pall,PALL,86,ael,212,5,400,2,a,86,none
A,WNXRJNTQ,opq_inc,hideous,201,plum,PLUM,87,id,212,5,500,2,a,87,none
A,HCLZVDVZ,opq_inc,rotary,201,post,POST,88,all,212,5,500,2,a,88,none
A,BVQQPQPN,opq_inc,trolley,201,rot,ROT,89,ott,210,6,500,2,a,89,rime
A,KDJWQFPP,opq_inc,hostage,201,scar,SCAR,90,are,210,6,100,2,a,90,rime
A,VQYDYZDX,opq_inc,brother,201,show,SHOW,91,oh,210,6,100,2,a,91,rime
A,KFZYJYDZ,opq_inc,legal,201,sob,SOB,92,ob,210,6,100,2,a,92,rime
A,MXMMXCTW,opq_inc,sober,201,spur,SPUR,93,er,210,6,400,2,a,93,rime
A,HGGHQDVM,opq_inc,spurious,201,ton,TON,94,un,210,6,400,2,a,94,rime
A,HBQXJPKQ,opq_inc,callous,201,troll,TROLL,95,ole,210,6,400,2,a,95,rime
A,KYDXFZDN,opq_inc,plumage,201,wag,WAG,96,ag,210,6,200,2,a,96,rime
