list,mask,target_type,prime,prime_trig,target_lower,target,target_trig,audio,audio_trig,cresp,ITI,block,subblock,orig_order,audio_type
A,CCJPXJWZ,ortho,barge,201,shove,SHOVE,141,urt,212,5,500,1,b,41,none
A,CWQXYQWX,ortho,plaintiff,201,spar,SPAR,142,urf,212,5,400,1,b,42,none
A,HHMPGLQK,ortho,bandit,201,surf,SURF,143,eat,212,5,300,1,b,43,none
A,ZPDYBWRD,ortho,shovel,201,tea,TEA,144,ell,212,5,400,1,b,44,none
A,MXJXYZKF,ortho,dragon,201,tin,TIN,145,ease,212,5,200,1,b,45,none
A,YFBVZBQV,ortho,harpoon,201,twit,TWIT,146,ane,212,5,300,1,b,46,none
A,MYCBHBKZ,ortho,pertain,201,vow,VOW,147,id,212,5,400,1,b,47,none
A,DGHDRVHV,ortho,pulpit,201,yell,YELL,148,ow,212,5,300,1,b,48,none
A,XDDFVDTN,trans,rower,201,back,BACK,175,ack,210,6,200,1,b,73,rime
A,KHFVKGVC,trans,bumper,201,bold,BOLD,176,old,210,6,500,1,b,74,rime
A,WMYHFWVM,trans,painter,201,box,BOX,177,ox,210,6,300,1,b,75,rime
A,HGCTTLWG,trans,risky,201,bump,BUMP,178,ump,210,6,400,1,b,76,rime
A,GPSYGCZL,trans,boxer,201,edit,EDIT,179,ed,210,6,500,1,b,77,rime
A,ZPQKJNPX,trans,mutely,201,glum,GLUM,180,um,210,6,500,1,b,78,rime
A,JSPZCYHK,trans,vendor,201,grow,GROW,181,oh,210,6,200,1,b,79,rime
A,FGXSGJXV,trans,rainy,201,hold,HOLD,182,old,210,6,100,1,b,80,rime
A,JXGVVYYQ,trans,leader,201,hunt,HUNT,183,aint,211,5,400,1,b,81,coda
A,CPBCTXVG,trans,walker,201,lead,LEAD,184,id,211,5,500,1,b,82,coda
A,VVXXWPSZ,trans,editor,201,mock,MOCK,185,ick,211,5,100,1,b,83,coda
A,WWBZNBHS,trans,mockery,201,mute,MUTE,186,ote,211,5,400,1,b,84,coda
A,XWZGBCMB,trans,holder,201,paint,PAINT,187,ent,211,5,200,1,b,85,coda
A,HJHHCXKV,trans,wattage,201,pass,PASS,188,ess,211,5,200,1,b,86,coda
A,HHXFVFHH,trans,talker,201,rain,RAIN,189,een,211,5,500,1,b,87,coda
A,FHZPDDXH,trans,sailor,201,risk,RISK,190,ask,211,5,500,1,b,88,coda
A,JZYPQJKZ,trans,hunter,201,row,ROW,191,you,212,5,400,1,b,89,none
A,CJVMHMGV,trans,boldness,201,sail,SAIL,192,yoot,212,5,500,1,b,90,none
A,ZVTCXDKQ,trans,grower,201,sing,SING,193,ock,212,5,500,1,b,91,none
A,MJCHFXXM,trans,singer,201,talk,TALK,194,aint,212,5,500,1,b,92,none
A,SSTZJSQZ,trans,glumly,201,vend,VEND,195,ott,212,5,500,1,b,93,none
A,NLSZTDZH,trans,backer,201,view,VIEW,196,um,212,5,200,1,b,94,none
A,ZXYBHVCD,trans,passage,201,walk,WALK,197,ox,212,5,300,1,b,95,none
A,NFQFSCFP,trans,viewer,201,watt,WATT,198,ane,212,5,500,1,b,96,none
