list,mask,target_type,prime,prime_trig,target_lower,target,target_trig,audio,audio_trig,cresp,ITI,block,subblock,orig_order,audio_type
B,HHDHCHDD,trans,brewery,201,vast,VAST,171,ost,211,5,500,3,b,69,coda
B,HKSWZZWN,trans,flexible,201,verb,VERB,172,orb,211,5,500,3,b,70,coda
B,JRJCHFSC,trans,mileage,201,volt,VOLT,173,ult,211,5,100,3,b,71,coda
B,VSPYQKVY,trans,renter,201,warm,WARM,174,arm,211,5,100,3,b,72,coda
B,ZCZXSQYQ,ortho,bandit,200,band,BAND,125,itch,212,5,400,3,b,25,none
B,CJDJHVHC,ortho,barge,200,bar,BAR,126,of,212,5,200,3,b,26,none
B,NMFVYYKN,ortho,bellow,200,bell,BELL,127,app,212,5,100,3,b,27,none
B,GYFJJKDD,ortho,carton,200,cart,CART,128,ag,212,5,100,3,b,28,none
B,VWWKYYQJ,ortho,costume,200,cost,COST,129,ort,212,5,300,3,b,29,none
B,PXHMJVFL,ortho,dragon,200,drag,DRAG,130,ess,212,5,300,3,b,30,none
B,QDCHHTXB,ortho,fellow,200,fell,FELL,131,ulp,212,5,500,3,b,31,none
B,VWFQWJGJ,ortho,harpoon,200,harp,HARP,132,and,212,5,200,3,b,32,none
B,PGMMRCBV,ortho,kidney,200,kid,KID,133,id,210,6,100,3,b,33,rime
B,HWVJHJDY,ortho,lesson,200,less,LESS,134,ess,210,6,500,3,b,34,rime
B,WXVGXRVV,ortho,napkin,200,nap,NAP,135,app,210,6,100,3,b,35,rime
B,JNKSGBDK,ortho,peach,200,pea,PEA,136,ee,210,6,400,3,b,36,rime
B,MSKXMMQF,ortho,pertain,200,pert,PERT,137,urt,210,6,100,3,b,37,rime
B,MCCRCRBM,ortho,plaintiff,200,plain,PLAIN,138,ane,210,6,200,3,b,38,rime
B,FRBDJMYR,ortho,pulpit,200,pulp,PULP,139,ulp,210,6,100,3,b,39,rime
B,KGDXKVYM,ortho,quartz,200,quart,QUART,140,ort,210,6,400,3,b,40,rime
B,CCJPXJWZ,ortho,shovel,200,shove,SHOVE,141,ave,211,5,500,3,b,41,coda
B,CWQXYQWX,ortho,sparse,200,spar,SPAR,142,air,211,5,300,3,b,42,coda
B,HHMPGLQK,ortho,surface,200,surf,SURF,143,arf,211,5,400,3,b,43,coda
B,ZPDYBWRD,ortho,tease,200,tea,TEA,144,ow,211,5,400,3,b,44,coda
B,MXJXYZKF,ortho,tinsel,200,tin,TIN,145,ine,211,5,200,3,b,45,coda
B,YFBVZBQV,ortho,twitch,200,twit,TWIT,146,oot,211,5,500,3,b,46,coda
B,MYCBHBKZ,ortho,vowel,200,vow,VOW,147,oo,211,5,200,3,b,47,coda
B,DGHDRVHV,ortho,yellow,200,yell,YELL,148,all,211,5,200,3,b,48,coda
B,XDDFVDTN,trans,backer,200,back,BACK,175,ail,212,5,100,3,b,73,none
B,KHFVKGVC,trans,boldness,200,bold,BOLD,176,ass,212,5,400,3,b,74,none
B,WMYHFWVM,trans,boxer,200,box,BOX,177,ack,212,5,400,3,b,75,none
B,HGCTTLWG,trans,bumper,200,bump,BUMP,178,eed,212,5,400,3,b,76,none
B,GPSYGCZL,trans,editor,200,edit,EDIT,179,ing,212,5,200,3,b,77,none
B,ZPQKJNPX,trans,glumly,200,glum,GLUM,180,oh,212,5,400,3,b,78,none
B,JSPZCYHK,trans,grower,200,grow,GROW,181,oh,212,5,400,3,b,79,none
B,FGXSGJXV,trans,holder,200,hold,HOLD,182,old,212,5,100,3,b,80,none
B,JXGVVYYQ,trans,hunter,200,hunt,HUNT,183,unt,210,6,400,3,b,81,rime
B,CPBCTXVG,trans,leader,200,lead,LEAD,184,eed,210,6,500,3,b,82,rime
B,VVXXWPSZ,trans,mockery,200,mock,MOCK,185,ock,210,6,500,3,b,83,rime
B,WWBZNBHS,trans,mutely,200,mute,MUTE,186,yoot,210,6,500,3,b,84,rime
B,XWZGBCMB,trans,painter,200,paint,PAINT,187,aint,210,6,100,3,b,85,rime
B,HJHHCXKV,trans,passage,200,pass,PASS,188,ass,210,6,100,3,b,86,rime
B,HHXFVFHH,trans,rainy,200,rain,RAIN,189,ane,210,6,100,3,b,87,rime
B,FHZPDDXH,trans,risky,200,risk,RISK,190,isk,210,6,400,3,b,88,rime
B,JZYPQJKZ,trans,rower,200,row,ROW,191,ee,211,5,400,3,b,89,coda
B,CJVMHMGV,trans,sailor,200,sail,SAIL,192,aisle,211,5,400,3,b,90,coda
B,ZVTCXDKQ,trans,singer,200,sing,SING,193,ang,211,5,200,3,b,91,coda
B,MJCHFXXM,trans,talker,200,talk,TALK,194,eek,211,5,100,3,b,92,coda
B,SSTZJSQZ,trans,vendor,200,vend,VEND,195,ind,211,5,500,3,b,93,coda
B,NLSZTDZH,trans,viewer,200,view,VIEW,196,oh,211,5,300,3,b,94,coda
B,ZXYBHVCD,trans,walker,200,walk,WALK,197,ack,211,5,200,3,b,95,coda
B,NFQFSCFP,trans,wattage,200,watt,WATT,198,oot,211,5,400,3,b,96,coda
