list,mask,target_type,prime,prime_trig,target_lower,target,target_trig,audio,audio_trig,cresp,ITI,block,subblock,orig_order,audio_type
B,KXFYWQDP,opq_con,clamor,200,clam,CLAM,27,am,210,6,100,1,a,27,rime
B,NJNBGGPJ,opq_con,cower,200,cow,COW,28,ow,210,6,100,1,a,28,rime
B,HSQDKWVX,opq_con,early,200,earl,EARL,29,earl,210,6,100,1,a,29,rime
B,LSYMJXXX,opq_con,factor,200,fact,FACT,30,act,210,6,300,1,a,30,rime
B,NYKWNKWK,opq_con,feature,200,feat,FEAT,31,eat,210,6,100,1,a,31,rime
B,VDQXKKBP,opq_con,fluent,200,flu,FLU,32,oo,210,6,400,1,a,32,rime
B,DJZGXPYG,opq_con,halter,200,halt,HALT,33,ilt,211,5,100,1,a,33,coda
B,FVFDQQMS,opq_con,hunger,200,hung,HUNG,34,ang,211,5,200,1,a,34,coda
B,WJZCDGZW,opq_con,kilter,200,kilt,KILT,35,ult,211,5,300,1,a,35,coda
B,MHNWVDJB,opq_con,luster,200,lust,LUST,36,east,211,5,300,1,a,36,coda
B,VPJKZPBP,opq_con,marshal,200,marsh,MARSH,37,orsh,211,5,500,1,a,37,coda
B,ZXGXHPPF,opq_con,million,200,mill,MILL,38,ail,211,5,100,1,a,38,coda
B,ZQFYQNVC,opq_con,pastor,200,past,PAST,39,ust,211,5,100,1,a,39,coda
B,NNDWXGVZ,opq_con,proper,200,prop,PROP,40,ip,211,5,500,1,a,40,coda
B,DHZQNDGD,opq_con,raptor,200,rapt,RAPT,41,oot,212,5,100,1,a,41,none
B,FWLYLDKC,opq_con,rigor,200,rig,RIG,42,ung,212,5,500,1,a,42,none
B,HNNLZYHG,opq_con,suitor,200,suit,SUIT,43,ext,212,5,500,1,a,43,none
B,ZXMPSXFQ,opq_con,tailor,200,tail,TAIL,44,op,212,5,400,1,a,44,none
B,CYPSVBWH,opq_con,texture,200,text,TEXT,45,art,212,5,100,1,a,45,none
B,HGGNFZZZ,opq_con,topic,200,top,TOP,46,op,212,5,500,1,a,46,none
B,MGYKNJNL,opq_con,traitor,200,trait,TRAIT,47,act,212,5,100,1,a,47,none
B,YNDQLBYN,opq_con,wicker,200,wick,WICK,48,arsh,212,5,100,1,a,48,none
B,SZKDJNXC,opq_inc,brother,200,broth,BROTH,75,auTH (unvoiced),210,6,400,1,a,73,rime
B,VBMHFQZV,opq_inc,callous,200,call,CALL,76,all,210,6,400,1,a,74,rime
B,JYVVXYVB,opq_inc,cater,200,cat,CAT,77,at,210,6,400,1,a,75,rime
B,FBXXGXDV,opq_inc,copious,200,cop,COP,78,op,210,6,200,1,a,76,rime
B,GWQXQHWP,opq_inc,cubic,200,cub,CUB,79,ub,210,6,200,1,a,77,rime
B,KHYQJDDX,opq_inc,fiber,200,fib,FIB,80,ib,210,6,500,1,a,78,rime
B,GBMHGVJJ,opq_inc,flower,200,flow,FLOW,81,oh,210,6,400,1,a,79,rime
B,XKZBSQHV,opq_inc,gallant,200,gall,GALL,82,all,210,6,300,1,a,80,rime
B,MWKQYJQD,opq_inc,gluten,200,glut,GLUT,83,oot,211,5,300,1,a,81,coda
B,BQFFVQMC,opq_inc,hideous,200,hide,HIDE,84,id,211,5,100,1,a,82,coda
B,LXYPLZDB,opq_inc,hostage,200,host,HOST,85,aust,211,5,500,1,a,83,coda
B,RMBQBSFH,opq_inc,legal,200,leg,LEG,86,eeg,211,5,300,1,a,84,coda
B,LWGVNJBQ,opq_inc,mother,200,moth,MOTH,87,uth (voiced),211,5,200,1,a,85,coda
B,WZKSKSFT,opq_inc,pallor,200,pall,PALL,88,ael,211,5,300,1,a,86,coda
B,WNXRJNTQ,opq_inc,plumage,200,plum,PLUM,89,oom,211,5,100,1,a,87,coda
B,HCLZVDVZ,opq_inc,posture,200,post,POST,90,ostch,211,5,500,1,a,88,coda
B,BVQQPQPN,opq_inc,rotary,200,rot,ROT,91,uth (voiced),212,5,400,1,a,89,none
B,KDJWQFPP,opq_inc,scary,200,scar,SCAR,92,all,212,5,100,1,a,90,none
B,VQYDYZDX,opq_inc,shower,200,show,SHOW,93,air,212,5,300,1,a,91,none
B,KFZYJYDZ,opq_inc,sober,200,sob,SOB,94,at,212,5,300,1,a,92,none
B,MXMMXCTW,opq_inc,spurious,200,spur,SPUR,95,ael,212,5,400,1,a,93,none
B,HGGHQDVM,opq_inc,tonal,200,ton,TON,96,ostch,212,5,200,1,a,94,none
B,HBQXJPKQ,opq_inc,trolley,200,troll,TROLL,97,ow,212,5,300,1,a,95,none
B,KYDXFZDN,opq_inc,wager,200,wag,WAG,98,oot,212,5,500,1,a,96,none
