list,mask,target_type,prime,prime_trig,target_lower,target,target_trig,audio,audio_trig,cresp,ITI,block,subblock,orig_order,audio_type
B,DLKZFLZV,opq_con,mister,201,arch,ARCH,1,arch,210,6,100,1,a,1,rime
B,LVFXKFCW,opq_con,dormant,201,brand,BRAND,2,and,210,6,300,1,a,2,rime
B,LVJYDPXV,opq_con,archer,201,corn,CORN,3,orn,210,6,500,1,a,3,rime
B,QQLJHGZG,opq_con,render,201,dorm,DORM,4,orm,210,6,200,1,a,4,rime
B,YXMMDPJP,opq_con,question,201,east,EAST,5,east,210,6,200,1,a,5,rime
B,SMQHSTGL,opq_con,corner,201,fair,FAIR,6,air,210,6,400,1,a,6,rime
B,CZVXSXZC,opq_con,ponder,201,fig,FIG,7,ig,210,6,200,1,a,7,rime
B,PVFDXXVZ,opq_con,tenuous,201,gloss,GLOSS,8,oss,210,6,500,1,a,8,rime
B,QVXDKBSF,opq_con,pillage,201,helm,HELM,9,alm,211,5,400,1,a,9,coda
B,KVQSQHYT,opq_con,limber,201,inn,INN,10,an,211,5,200,1,a,10,coda
B,WPWCZXVJ,opq_con,figment,201,limb,LIMB,11,am,211,5,300,1,a,11,coda
B,CFDKKPHP,opq_con,glossary,201,man,MAN,12,on,211,5,300,1,a,12,coda
B,KPKFWYZK,opq_con,brandish,201,mast,MAST,13,ist,211,5,200,1,a,13,coda
B,PPZBVBFG,opq_con,sandal,201,mist,MIST,14,east,211,5,100,1,a,14,coda
B,QYFBYHYJ,opq_con,tactile,201,past,PAST,15,est,211,5,500,1,a,15,coda
B,QZDCVVBK,opq_con,helmet,201,pill,PILL,16,all,211,5,100,1,a,16,coda
B,YXHQXFMZ,opq_con,tractable,201,pond,POND,17,eat,212,5,500,1,a,17,none
B,DXYFLBJY,opq_con,inner,201,quest,QUEST,18,act,212,5,300,1,a,18,none
B,WQLHQCPV,opq_con,easter,201,rend,REND,19,act,212,5,100,1,a,19,none
B,FHGFBCPF,opq_con,treaty,201,sand,SAND,20,ond,212,5,100,1,a,20,none
B,HZWBDGSV,opq_con,fairy,201,tact,TACT,21,east,212,5,200,1,a,21,none
B,WPLXDYCR,opq_con,manage,201,ten,TEN,22,air,212,5,500,1,a,22,none
B,WJKQFMWQ,opq_con,pasture,201,tract,TRACT,23,an,212,5,500,1,a,23,none
B,QVDGKQXP,opq_con,master,201,treat,TREAT,24,oss,212,5,100,1,a,24,none
B,YYKPWPKM,opq_inc,global,201,both,BOTH,51,oath,210,6,400,1,a,49,rime
B,SDTXKTTH,opq_inc,furor,201,cap,CAP,52,app,210,6,200,1,a,50,rime
B,YZKFSTTH,opq_inc,pollen,201,comb,COMB,53,ome,210,6,400,1,a,51,rime
B,FPJJXPKP,opq_inc,hinder,201,court,COURT,54,ort,210,6,200,1,a,52,rime
B,QTJSTQYY,opq_inc,caper,201,fall,FALL,55,all,210,6,500,1,a,53,rime
B,XKKKBVGW,opq_inc,spinal,201,flour,FLOUR,56,ow,210,6,300,1,a,54,rime
B,DKCQCKYQ,opq_inc,pageant,201,fur,FUR,57,er,210,6,300,1,a,55,rime
B,TYJJKHXJ,opq_inc,sniper,201,glob,GLOB,58,ob,210,6,500,1,a,56,rime
B,QPKLSVXX,opq_inc,combine,201,hear,HEAR,59,arth,211,5,500,1,a,57,coda
B,XXLFXVXY,opq_inc,courteous,201,hind,HIND,60,ind,211,5,500,1,a,58,coda
B,ZKQZPWZL,opq_inc,bother,201,hum,HUM,61,yoom,211,5,300,1,a,59,coda
B,VJHWFHWS,opq_inc,penal,201,men,MEN,62,een,211,5,200,1,a,60,coda
B,ZBJWFZJS,opq_inc,menial,201,page,PAGE,63,aj,211,5,300,1,a,61,coda
B,FDVZXKKD,opq_inc,primary,201,pen,PEN,64,een,211,5,500,1,a,62,coda
B,QKJRZFFQ,opq_inc,stallion,201,poll,POLL,65,all,211,5,200,1,a,63,coda
B,SLKNVTCD,opq_inc,humor,201,prim,PRIM,66,ime,211,5,300,1,a,64,coda
B,ZVGNNPKD,opq_inc,flourish,201,rum,RUM,67,ine,212,5,400,1,a,65,none
B,VJKXXKCM,opq_inc,fallible,201,shin,SHIN,68,yoom,212,5,400,1,a,66,none
B,WWVVXYCY,opq_inc,tuber,201,snip,SNIP,69,ael,212,5,100,1,a,67,none
B,BTGXGXXB,opq_inc,shiny,201,spin,SPIN,70,ow,212,5,300,1,a,68,none
B,GXVCJXZH,opq_inc,tower,201,stall,STALL,71,ine,212,5,300,1,a,69,none
B,GDXJXGWX,opq_inc,hearth,201,tall,TALL,72,een,212,5,300,1,a,70,none
B,NMPKPQXD,opq_inc,talley,201,tow,TOW,73,ind,212,5,100,1,a,71,none
B,CQFCLLGG,opq_inc,rumor,201,tub,TUB,74,urt,212,5,300,1,a,72,none
B,KHNGQGGG,opq_con,artery,200,art,ART,25,art,210,6,100,1,a,25,rime
B,ZBFDNZDX,opq_con,charter,200,chart,CHART,26,art,210,6,200,1,a,26,rime
