list,mask,target_type,prime,prime_trig,target_lower,target,target_trig,audio,audio_trig,cresp,ITI,block,subblock,orig_order,audio_type
B,DLKZFLZV,opq_con,mister,201,arch,ARCH,1,orm,212,5,200,3,a,1,none
B,LVFXKFCW,opq_con,dormant,201,brand,BRAND,2,ist,212,5,200,3,a,2,none
B,LVJYDPXV,opq_con,archer,201,corn,CORN,3,end,212,5,400,3,a,3,none
B,QQLJHGZG,opq_con,render,201,dorm,DORM,4,arch,212,5,200,3,a,4,none
B,YXMMDPJP,opq_con,question,201,east,EAST,5,orn,212,5,300,3,a,5,none
B,SMQHSTGL,opq_con,corner,201,fair,FAIR,6,est,212,5,200,3,a,6,none
B,CZVXSXZC,opq_con,ponder,201,fig,FIG,7,end,212,5,300,3,a,7,none
B,PVFDXXVZ,opq_con,tenuous,201,gloss,GLOSS,8,ast,212,5,400,3,a,8,none
B,QVXDKBSF,opq_con,pillage,201,helm,HELM,9,elm,210,6,200,3,a,9,rime
B,KVQSQHYT,opq_con,limber,201,inn,INN,10,in,210,6,400,3,a,10,rime
B,WPWCZXVJ,opq_con,figment,201,limb,LIMB,11,im,210,6,300,3,a,11,rime
B,CFDKKPHP,opq_con,glossary,201,man,MAN,12,an,210,6,200,3,a,12,rime
B,KPKFWYZK,opq_con,brandish,201,mast,MAST,13,ast,210,6,200,3,a,13,rime
B,PPZBVBFG,opq_con,sandal,201,mist,MIST,14,ist,210,6,100,3,a,14,rime
B,QYFBYHYJ,opq_con,tactile,201,past,PAST,15,ast,210,6,300,3,a,15,rime
B,QZDCVVBK,opq_con,helmet,201,pill,PILL,16,ill,210,6,500,3,a,16,rime
B,YXHQXFMZ,opq_con,tractable,201,pond,POND,17,end,211,5,100,3,a,17,coda
B,DXYFLBJY,opq_con,inner,201,quest,QUEST,18,ist,211,5,100,3,a,18,coda
B,WQLHQCPV,opq_con,easter,201,rend,REND,19,and,211,5,300,3,a,19,coda
B,FHGFBCPF,opq_con,treaty,201,sand,SAND,20,ond,211,5,200,3,a,20,coda
B,HZWBDGSV,opq_con,fairy,201,tact,TACT,21,oct,211,5,500,3,a,21,coda
B,WPLXDYCR,opq_con,manage,201,ten,TEN,22,in,211,5,300,3,a,22,coda
B,WJKQFMWQ,opq_con,pasture,201,tract,TRACT,23,oct,211,5,400,3,a,23,coda
B,QVDGKQXP,opq_con,master,201,treat,TREAT,24,ott,211,5,400,3,a,24,coda
B,YYKPWPKM,opq_inc,global,201,both,BOTH,51,oom,212,5,300,3,a,49,none
B,SDTXKTTH,opq_inc,furor,201,cap,CAP,52,een,212,5,400,3,a,50,none
B,YZKFSTTH,opq_inc,pollen,201,comb,COMB,53,ael,212,5,500,3,a,51,none
B,FPJJXPKP,opq_inc,hinder,201,court,COURT,54,all,212,5,200,3,a,52,none
B,QTJSTQYY,opq_inc,caper,201,fall,FALL,55,yer,212,5,500,3,a,53,none
B,XKKKBVGW,opq_inc,spinal,201,flour,FLOUR,56,obe,212,5,200,3,a,54,none
B,DKCQCKYQ,opq_inc,pageant,201,fur,FUR,57,ime,212,5,500,3,a,55,none
B,TYJJKHXJ,opq_inc,sniper,201,glob,GLOB,58,aj,212,5,300,3,a,56,none
B,QPKLSVXX,opq_inc,combine,201,hear,HEAR,59,ear,210,6,500,3,a,57,rime
B,XXLFXVXY,opq_inc,courteous,201,hind,HIND,60,aind,210,6,400,3,a,58,rime
B,ZKQZPWZL,opq_inc,bother,201,hum,HUM,61,um,210,6,200,3,a,59,rime
B,VJHWFHWS,opq_inc,penal,201,men,MEN,62,en,210,6,100,3,a,60,rime
B,ZBJWFZJS,opq_inc,menial,201,page,PAGE,63,age,210,6,300,3,a,61,rime
B,FDVZXKKD,opq_inc,primary,201,pen,PEN,64,en,210,6,500,3,a,62,rime
B,QKJRZFFQ,opq_inc,stallion,201,poll,POLL,65,ole,210,6,200,3,a,63,rime
B,SLKNVTCD,opq_inc,humor,201,prim,PRIM,66,im,210,6,400,3,a,64,rime
B,ZVGNNPKD,opq_inc,flourish,201,rum,RUM,67,oom,211,5,500,3,a,65,coda
B,VJKXXKCM,opq_inc,fallible,201,shin,SHIN,68,ine,211,5,500,3,a,66,coda
B,WWVVXYCY,opq_inc,tuber,201,snip,SNIP,69,ipe,211,5,200,3,a,67,coda
B,BTGXGXXB,opq_inc,shiny,201,spin,SPIN,70,ine,211,5,500,3,a,68,coda
B,GXVCJXZH,opq_inc,tower,201,stall,STALL,71,ael,211,5,300,3,a,69,coda
B,GDXJXGWX,opq_inc,hearth,201,tall,TALL,72,ael,211,5,400,3,a,70,coda
B,NMPKPQXD,opq_inc,talley,201,tow,TOW,73,ow,211,5,500,3,a,71,coda
B,CQFCLLGG,opq_inc,rumor,201,tub,TUB,74,oob,211,5,300,3,a,72,coda
B,KHNGQGGG,opq_con,artery,200,art,ART,25,eat,212,5,400,3,a,25,none
B,ZBFDNZDX,opq_con,charter,200,chart,CHART,26,ult,212,5,100,3,a,26,none
B,KXFYWQDP,opq_con,clamor,200,clam,CLAM,27,ig,212,5,200,3,a,27,none
B,NJNBGGPJ,opq_con,cower,200,cow,COW,28,apt,212,5,400,3,a,28,none
B,HSQDKWVX,opq_con,early,200,earl,EARL,29,oo,212,5,500,3,a,29,none
B,LSYMJXXX,opq_con,factor,200,fact,FACT,30,ate,212,5,500,3,a,30,none
B,NYKWNKWK,opq_con,feature,200,feat,FEAT,31,ill,212,5,100,3,a,31,none
B,VDQXKKBP,opq_con,fluent,200,flu,FLU,32,ast,212,5,400,3,a,32,none
B,DJZGXPYG,opq_con,halter,200,halt,HALT,33,ult,210,6,500,3,a,33,rime
B,FVFDQQMS,opq_con,hunger,200,hung,HUNG,34,ung,210,6,500,3,a,34,rime
B,WJZCDGZW,opq_con,kilter,200,kilt,KILT,35,ilt,210,6,500,3,a,35,rime
B,MHNWVDJB,opq_con,luster,200,lust,LUST,36,ust,210,6,100,3,a,36,rime
B,VPJKZPBP,opq_con,marshal,200,marsh,MARSH,37,arsh,210,6,100,3,a,37,rime
B,ZXGXHPPF,opq_con,million,200,mill,MILL,38,ill,210,6,300,3,a,38,rime
B,ZQFYQNVC,opq_con,pastor,200,past,PAST,39,ast,210,6,400,3,a,39,rime
B,NNDWXGVZ,opq_con,proper,200,prop,PROP,40,op,210,6,500,3,a,40,rime
B,DHZQNDGD,opq_con,raptor,200,rapt,RAPT,41,opt,211,5,500,3,a,41,coda
B,FWLYLDKC,opq_con,rigor,200,rig,RIG,42,og,211,5,400,3,a,42,coda
B,HNNLZYHG,opq_con,suitor,200,suit,SUIT,43,ate,211,5,400,3,a,43,coda
B,ZXMPSXFQ,opq_con,tailor,200,tail,TAIL,44,ole,211,5,400,3,a,44,coda
B,CYPSVBWH,opq_con,texture,200,text,TEXT,45,ixt,211,5,500,3,a,45,coda
B,HGGNFZZZ,opq_con,topic,200,top,TOP,46,ape,211,5,500,3,a,46,coda
B,MGYKNJNL,opq_con,traitor,200,trait,TRAIT,47,oot,211,5,500,3,a,47,coda
B,YNDQLBYN,opq_con,wicker,200,wick,WICK,48,ick,211,5,200,3,a,48,coda
B,SZKDJNXC,opq_inc,brother,200,broth,BROTH,75,ibe,212,5,200,3,a,73,none
B,VBMHFQZV,opq_inc,callous,200,call,CALL,76,own,212,5,400,3,a,74,none
B,JYVVXYVB,opq_inc,cater,200,cat,CAT,77,uth (voiced),212,5,300,3,a,75,none
B,FBXXGXDV,opq_inc,copious,200,cop,COP,78,age,212,5,300,3,a,76,none
B,GWQXQHWP,opq_inc,cubic,200,cub,CUB,79,obe,212,5,300,3,a,77,none
B,KHYQJDDX,opq_inc,fiber,200,fib,FIB,80,ope,212,5,300,3,a,78,none
B,GBMHGVJJ,opq_inc,flower,200,flow,FLOW,81,yoob,212,5,200,3,a,79,none
B,XKZBSQHV,opq_inc,gallant,200,gall,GALL,82,oom,212,5,500,3,a,80,none
B,MWKQYJQD,opq_inc,gluten,200,glut,GLUT,83,utt,210,6,400,3,a,81,rime
B,BQFFVQMC,opq_inc,hideous,200,hide,HIDE,84,ide,210,6,300,3,a,82,rime
B,LXYPLZDB,opq_inc,hostage,200,host,HOST,85,owst,210,6,500,3,a,83,rime
B,RMBQBSFH,opq_inc,legal,200,leg,LEG,86,egg,210,6,100,3,a,84,rime
B,LWGVNJBQ,opq_inc,mother,200,moth,MOTH,87,auTH (unvoiced),210,6,500,3,a,85,rime
B,WZKSKSFT,opq_inc,pallor,200,pall,PALL,88,all,210,6,200,3,a,86,rime
B,WNXRJNTQ,opq_inc,plumage,200,plum,PLUM,89,um,210,6,500,3,a,87,rime
B,HCLZVDVZ,opq_inc,posture,200,post,POST,90,owst,210,6,400,3,a,88,rime
B,BVQQPQPN,opq_inc,rotary,200,rot,ROT,91,ote,211,5,100,3,a,89,coda
B,KDJWQFPP,opq_inc,scary,200,scar,SCAR,92,air,211,5,300,3,a,90,coda
B,VQYDYZDX,opq_inc,shower,200,show,SHOW,93,ow,211,5,400,3,a,91,coda
B,KFZYJYDZ,opq_inc,sober,200,sob,SOB,94,obe,211,5,200,3,a,92,coda
B,MXMMXCTW,opq_inc,spurious,200,spur,SPUR,95,yer,211,5,500,3,a,93,coda
B,HGGHQDVM,opq_inc,tonal,200,ton,TON,96,own,211,5,300,3,a,94,coda
B,HBQXJPKQ,opq_inc,trolley,200,troll,TROLL,97,all,211,5,500,3,a,95,coda
B,KYDXFZDN,opq_inc,wager,200,wag,WAG,98,age,211,5,300,3,a,96,coda
