list,mask,target_type,prime,prime_trig,target_lower,target,target_trig,audio,audio_trig,cresp,ITI,block,subblock,orig_order
A,CCJPXJWZ,ortho,barge,201,shove,SHOVE,141,ave,211,5,500,3,b,41
A,CWQXYQWX,ortho,plaintiff,201,spar,SPAR,142,air,211,5,300,3,b,42
A,HHMPGLQK,ortho,bandit,201,surf,SURF,143,arf,211,5,400,3,b,43
A,ZPDYBWRD,ortho,shovel,201,tea,TEA,144,ow,211,5,400,3,b,44
A,MXJXYZKF,ortho,dragon,201,tin,TIN,145,ine,211,5,200,3,b,45
A,YFBVZBQV,ortho,harpoon,201,twit,TWIT,146,oot,211,5,500,3,b,46
A,MYCBHBKZ,ortho,pertain,201,vow,VOW,147,oo,211,5,200,3,b,47
A,DGHDRVHV,ortho,pulpit,201,yell,YELL,148,all,211,5,200,3,b,48
A,XDDFVDTN,trans,rower,201,back,BACK,175,ail,212,5,100,3,b,73
A,KHFVKGVC,trans,bumper,201,bold,BOLD,176,ass,212,5,400,3,b,74
A,WMYHFWVM,trans,painter,201,box,BOX,177,ack,212,5,400,3,b,75
A,HGCTTLWG,trans,risky,201,bump,BUMP,178,eed,212,5,400,3,b,76
A,GPSYGCZL,trans,boxer,201,edit,EDIT,179,ing,212,5,200,3,b,77
A,ZPQKJNPX,trans,mutely,201,glum,GLUM,180,oh,212,5,400,3,b,78
A,JSPZCYHK,trans,vendor,201,grow,GROW,181,oh,212,5,400,3,b,79
A,FGXSGJXV,trans,rainy,201,hold,HOLD,182,old,212,5,100,3,b,80
A,JXGVVYYQ,trans,leader,201,hunt,HUNT,183,unt,210,6,400,3,b,81
A,CPBCTXVG,trans,walker,201,lead,LEAD,184,eed,210,6,500,3,b,82
A,VVXXWPSZ,trans,editor,201,mock,MOCK,185,ock,210,6,500,3,b,83
A,WWBZNBHS,trans,mockery,201,mute,MUTE,186,yoot,210,6,500,3,b,84
A,XWZGBCMB,trans,holder,201,paint,PAINT,187,aint,210,6,100,3,b,85
A,HJHHCXKV,trans,wattage,201,pass,PASS,188,ass,210,6,100,3,b,86
A,HHXFVFHH,trans,talker,201,rain,RAIN,189,ane,210,6,100,3,b,87
A,FHZPDDXH,trans,sailor,201,risk,RISK,190,isk,210,6,400,3,b,88
A,JZYPQJKZ,trans,hunter,201,row,ROW,191,ee,211,5,400,3,b,89
A,CJVMHMGV,trans,boldness,201,sail,SAIL,192,aisle,211,5,400,3,b,90
A,ZVTCXDKQ,trans,grower,201,sing,SING,193,ang,211,5,200,3,b,91
A,MJCHFXXM,trans,singer,201,talk,TALK,194,eek,211,5,100,3,b,92
A,SSTZJSQZ,trans,glumly,201,vend,VEND,195,ind,211,5,500,3,b,93
A,NLSZTDZH,trans,backer,201,view,VIEW,196,oh,211,5,300,3,b,94
A,ZXYBHVCD,trans,passage,201,walk,WALK,197,ack,211,5,200,3,b,95
A,NFQFSCFP,trans,viewer,201,watt,WATT,198,oot,211,5,400,3,b,96
